plot 23340~Bangalore~Koramangala~3604~341
plot 67152~Bangalore~Koramangala~3328~1243
plot 52791~Bangalore~Koramangala~1465~724
plot 48972~Bangalore~Koramangala~234~3937
plot 29288~Bangalore~Koramangala~633~2809
plot 53249~Bangalore~Koramangala~477~3049
plot 32128~Bangalore~Koramangala~1932~358
plot 82130~Bangalore~Koramangala~1511~1042
plot 77313~Bangalore~Koramangala~3958~2370
plot 83341~Bangalore~Koramangala~3150~3087
plot 14326~Bangalore~Koramangala~525~2678
plot 29353~Bangalore~Koramangala~3658~4591
plot 72518~Bangalore~Koramangala~80~999
plot 17744~Bangalore~Koramangala~1577~3239
plot 53771~Bangalore~Koramangala~485~1177
plot 10186~Bangalore~Koramangala~831~862
plot 84896~Bangalore~Koramangala~1452~330
plot 44986~Bangalore~Koramangala~1664~3397
plot 29077~Bangalore~Koramangala~1024~1071
plot 82987~Bangalore~Koramangala~3952~2677
plot 34112~Bangalore~Koramangala~3477~1768
plot 55674~Bangalore~Koramangala~86~758
plot 20450~Bangalore~Koramangala~2192~3872
plot 23741~Bangalore~Koramangala~3590~1526
plot 66333~Bangalore~Koramangala~2218~1940
plot 4511~Bangalore~Koramangala~799~2182
plot 70735~Bangalore~Koramangala~420~4860
plot 6054~Bangalore~Koramangala~2307~3250
plot 45436~Bangalore~Koramangala~3371~4854
plot 24693~Bangalore~Koramangala~2945~267
plot 49327~Bangalore~Koramangala~1245~2278
plot 4221~Bangalore~Koramangala~666~4283
plot 50563~Bangalore~Koramangala~3222~3677
plot 14419~Bangalore~Koramangala~302~2617
plot 41575~Bangalore~Koramangala~2739~1327
plot 21404~Bangalore~Koramangala~3771~3126
plot 83862~Bangalore~Koramangala~466~3887
plot 72222~Bangalore~Koramangala~1508~3421
plot 61801~Bangalore~Koramangala~1552~1051
plot 17412~Bangalore~Koramangala~2567~1008
plot 18036~Bangalore~Koramangala~854~1451
plot 42942~Bangalore~Koramangala~160~4873
plot 48949~Bangalore~Koramangala~2551~2470
plot 19577~Bangalore~Koramangala~85~2375
plot 2057~Bangalore~Koramangala~1846~1327
plot 52391~Bangalore~Koramangala~638~1996
plot 57367~Bangalore~Koramangala~2618~971
plot 80951~Bangalore~Koramangala~3163~3195
plot 6791~Bangalore~Koramangala~1757~1706
plot 25464~Bangalore~Koramangala~2397~1332
plot 76259~Bangalore~Koramangala~2929~3765
plot 73774~Bangalore~Koramangala~3704~1738
plot 19985~Bangalore~Koramangala~3453~1453
plot 85647~Bangalore~Koramangala~1320~3895
plot 55490~Bangalore~Koramangala~2147~1486
plot 4179~Bangalore~Koramangala~1587~2272
plot 31411~Bangalore~Koramangala~3132~745
plot 79767~Bangalore~Koramangala~2734~3610
plot 31744~Bangalore~Koramangala~1848~3649
plot 21853~Bangalore~Koramangala~617~423
plot 6715~Bangalore~Koramangala~272~434
plot 22165~Bangalore~Koramangala~1993~3768
plot 1440~Bangalore~Koramangala~3588~284
plot 34701~Bangalore~Koramangala~2689~2226
plot 79900~Bangalore~Koramangala~2692~3143
plot 34249~Bangalore~Koramangala~915~3515
plot 62179~Bangalore~Koramangala~2499~58
plot 6545~Bangalore~Koramangala~1636~126
plot 28114~Bangalore~Koramangala~297~3561
plot 14721~Bangalore~Koramangala~3161~3742
plot 15309~Bangalore~Koramangala~2888~1357
plot 17145~Bangalore~Koramangala~1590~2026
plot 35865~Bangalore~Koramangala~3439~1744
plot 26382~Bangalore~Koramangala~552~1545
plot 88403~Bangalore~Koramangala~3419~1575
plot 59397~Bangalore~Koramangala~1143~684
plot 20643~Bangalore~Koramangala~641~3733
plot 12833~Bangalore~Koramangala~1701~1191
plot 61380~Bangalore~Koramangala~1721~3098
plot 52688~Bangalore~Koramangala~1257~1779
plot 38585~Bangalore~Koramangala~901~2967
plot 30041~Bangalore~Koramangala~1059~4638
plot 59516~Bangalore~Koramangala~1347~4557
plot 4735~Bangalore~Koramangala~845~2661
plot 7851~Bangalore~Koramangala~2246~946
plot 10401~Bangalore~Koramangala~2298~2593
plot 10013~Bangalore~Koramangala~282~3026
plot 23614~Bangalore~Koramangala~1812~2450
plot 51317~Bangalore~Koramangala~347~2323
plot 12950~Bangalore~Koramangala~2078~1960
plot 64461~Bangalore~Koramangala~2379~4467
plot 59973~Bangalore~Koramangala~2945~1488
plot 10740~Bangalore~Koramangala~2109~3707
plot 56653~Bangalore~Koramangala~25~1791
plot 88983~Bangalore~Koramangala~1211~1513
plot 31155~Bangalore~Koramangala~2740~2572
plot 71284~Bangalore~Koramangala~3746~1280
plot 74706~Bangalore~Koramangala~3154~845
plot 82887~Bangalore~Koramangala~1625~4841
plot 70686~Bangalore~Koramangala~211~4643
